+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                   ;
+-----------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                               ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|data|data_arrays_0|data_arrays_0_ext|mem_0_1                ; 21    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|data|data_arrays_0|data_arrays_0_ext|mem_0_0                ; 21    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|data|data_arrays_0|data_arrays_0_ext                        ; 84    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|data|data_arrays_0                                          ; 84    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|data                                                        ; 87    ; 0              ; 3            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|pma_checker_entries_barrier_5                               ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|pma_checker_entries_barrier_4                               ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|pma_checker_entries_barrier_3                               ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|pma_checker_entries_barrier_2                               ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|pma_checker_entries_barrier_1                               ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|pma_checker_entries_barrier                                 ; 36    ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|pma_checker_pmp                                             ; 580   ; 546            ; 0            ; 546            ; 3      ; 546             ; 546           ; 546             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|pma_checker_mpu_ppn_barrier                                 ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|tlb_entries_barrier_5                                       ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|tlb_entries_barrier_4                                       ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|tlb_entries_barrier_3                                       ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|tlb_entries_barrier_2                                       ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|tlb_entries_barrier_1                                       ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|tlb_entries_barrier                                         ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|tlb_pmp                                                     ; 580   ; 0              ; 1            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache|tlb_mpu_ppn_barrier                                         ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|dcache                                                             ; 838   ; 1              ; 32           ; 1              ; 487    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|intXbar                                                            ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile|tlMasterXbar                                                       ; 227   ; 0              ; 0            ; 0              ; 265    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2|tile_reset_domain_tile                                                                    ; 336   ; 0              ; 0            ; 0              ; 327    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_2                                                                                           ; 341   ; 0              ; 0            ; 0              ; 335    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|intsource_3|reg_0                                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|intsource_3                                                                               ; 3     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|intsource_2|reg_0                                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|intsource_2                                                                               ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|intsource_1|reg_0                                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|intsource_1                                                                               ; 3     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|intsink_3                                                                                 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|intsink_2                                                                                 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|intsink_1                                                                                 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|intsink|chain|output_chain                                                                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|intsink|chain                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|intsink                                                                                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|buffer_1|bundleIn_0_d_q|ram_ext                                                           ; 86    ; 1              ; 1            ; 1              ; 80     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|buffer_1|bundleIn_0_d_q                                                                   ; 84    ; 0              ; 0            ; 0              ; 82     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|buffer_1|x1_a_q|ram_ext                                                                   ; 124   ; 1              ; 1            ; 1              ; 118    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|buffer_1|x1_a_q                                                                           ; 122   ; 0              ; 0            ; 0              ; 120    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|buffer_1                                                                                  ; 204   ; 5              ; 0            ; 5              ; 202    ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|buffer|bundleIn_0_d_q|ram_ext                                                             ; 84    ; 1              ; 1            ; 1              ; 78     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|buffer|bundleIn_0_d_q                                                                     ; 82    ; 0              ; 0            ; 0              ; 76     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|buffer|x1_a_q|ram_ext                                                                     ; 122   ; 2              ; 1            ; 2              ; 116    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|buffer|x1_a_q                                                                             ; 119   ; 0              ; 0            ; 0              ; 118    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|buffer                                                                                    ; 199   ; 0              ; 0            ; 0              ; 194    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|core|div                                                           ; 143   ; 0              ; 1            ; 0              ; 71     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|core|alu                                                           ; 133   ; 0              ; 0            ; 0              ; 129    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|core|bpu                                                           ; 130   ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|core|csr                                                           ; 301   ; 77             ; 10           ; 77             ; 1077   ; 77              ; 77            ; 77              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|core|rf_ext                                                        ; 85    ; 2              ; 2            ; 2              ; 128    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|core|ibuf|exp                                                      ; 32    ; 0              ; 0            ; 0              ; 53     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|core|ibuf                                                          ; 83    ; 0              ; 0            ; 0              ; 134    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|core                                                               ; 315   ; 4              ; 4            ; 4              ; 1097   ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|respArb_io_in_3_q|ram_ext                                          ; 75    ; 1              ; 1            ; 1              ; 69     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|respArb_io_in_3_q                                                  ; 73    ; 0              ; 0            ; 0              ; 70     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF_3|req_arb                                                     ; 137   ; 0              ; 0            ; 0              ; 137    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF_3|replayq|nackq|ram_ext                                       ; 7     ; 2              ; 1            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF_3|replayq|nackq                                               ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF_3|replayq                                                     ; 20    ; 135            ; 0            ; 135            ; 136    ; 135             ; 135           ; 135             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF_3                                                             ; 22    ; 0              ; 8            ; 0              ; 136    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|respArb_io_in_2_q|ram_ext                                          ; 75    ; 1              ; 1            ; 1              ; 69     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|respArb_io_in_2_q                                                  ; 73    ; 0              ; 0            ; 0              ; 70     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF_2|req_arb                                                     ; 137   ; 0              ; 0            ; 0              ; 137    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF_2|replayq|nackq|ram_ext                                       ; 7     ; 2              ; 1            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF_2|replayq|nackq                                               ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF_2|replayq                                                     ; 20    ; 135            ; 0            ; 135            ; 136    ; 135             ; 135           ; 135             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF_2                                                             ; 22    ; 0              ; 8            ; 0              ; 136    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|respArb_io_in_1_q|ram_ext                                          ; 75    ; 1              ; 1            ; 1              ; 69     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|respArb_io_in_1_q                                                  ; 73    ; 0              ; 0            ; 0              ; 70     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF_1|req_arb                                                     ; 137   ; 0              ; 0            ; 0              ; 137    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF_1|replayq|nackq|ram_ext                                       ; 7     ; 2              ; 1            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF_1|replayq|nackq                                               ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF_1|replayq                                                     ; 20    ; 135            ; 0            ; 135            ; 136    ; 135             ; 135           ; 135             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF_1                                                             ; 22    ; 0              ; 8            ; 0              ; 136    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|respArb_io_in_0_q|ram_ext                                          ; 75    ; 1              ; 1            ; 1              ; 69     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|respArb_io_in_0_q                                                  ; 73    ; 0              ; 0            ; 0              ; 70     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF|req_arb                                                       ; 137   ; 0              ; 0            ; 0              ; 137    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF|replayq|nackq|ram_ext                                         ; 7     ; 2              ; 1            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF|replayq|nackq                                                 ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF|replayq                                                       ; 20    ; 135            ; 0            ; 135            ; 136    ; 135             ; 135           ; 135             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcIF                                                               ; 22    ; 0              ; 8            ; 0              ; 136    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|cmdRouter|cmd|ram_ext                                              ; 271   ; 51             ; 1            ; 51             ; 265    ; 51              ; 51            ; 51              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|cmdRouter|cmd                                                      ; 219   ; 0              ; 0            ; 0              ; 85     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|cmdRouter                                                          ; 222   ; 0              ; 0            ; 0              ; 338    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|respArb                                                            ; 282   ; 0              ; 0            ; 0              ; 74     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|ptw|r_pte_barrier                                                  ; 52    ; 0              ; 0            ; 0              ; 52     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|ptw|state_barrier                                                  ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|ptw|arb                                                            ; 64    ; 0              ; 0            ; 0              ; 35     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|ptw                                                                ; 796   ; 11             ; 2            ; 11             ; 1337   ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dcacheArb                                                          ; 1054  ; 15             ; 15           ; 15             ; 515    ; 15              ; 15            ; 15              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|fragmenter_1|repeater                                              ; 58    ; 0              ; 0            ; 0              ; 56     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|fragmenter_1                                                       ; 202   ; 0              ; 0            ; 0              ; 200    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|dtim_adapter                                                       ; 192   ; 11             ; 0            ; 11             ; 202    ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|frontend|tlb|entries_barrier_5                                     ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|frontend|tlb|entries_barrier_4                                     ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|frontend|tlb|entries_barrier_3                                     ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|frontend|tlb|entries_barrier_2                                     ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|frontend|tlb|entries_barrier_1                                     ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|frontend|tlb|entries_barrier                                       ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|frontend|tlb|pmp                                                   ; 578   ; 0              ; 1            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|frontend|tlb|mpu_ppn_barrier                                       ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|frontend|tlb                                                       ; 701   ; 0              ; 69           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|frontend|fq                                                        ; 81    ; 1              ; 0            ; 1              ; 85     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|frontend|icache|data_arrays_1_0|data_arrays_0_0_ext|mem_0_0        ; 42    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|frontend|icache|data_arrays_1_0|data_arrays_0_0_ext                ; 42    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|frontend|icache|data_arrays_1_0                                    ; 42    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|frontend|icache|data_arrays_0_0|data_arrays_0_0_ext|mem_0_0        ; 42    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|frontend|icache|data_arrays_0_0|data_arrays_0_0_ext                ; 42    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|frontend|icache|data_arrays_0_0                                    ; 42    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tile_prci_domain_1|tile_reset_domain_tile|frontend|icache|tag_array_0|tag_array_0_ext|mem_0_0                ; 30    ; 0              ; 0            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
